;recorded_by;orig_recby;colnum_full;det_by;orig_detby;to_check;to_check_det
582;Costa, IG ;"I.G. Costa; J. Dutilh & A. Campos-Rocha";769;A. Lobão;A. Lobão;detby_problem;ão
584;Jardim, JG;Jardim, J.G.;6789;Carauta & C.C.Berg;Carauta & C.C.Berg;detby_problem;Carauta & C.C.Berg
585;Asprino, R;Asprino, R.;111;Sem Informação;Sem Informação;detby_problem;ção
601;Fiaschi, P ;P. Fiaschi;2784;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
612;Fiaschi, P ;P. Fiaschi;1226;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
640;Tavares, S ;S. Tavares;51;"P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens";"P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens";detby_problem;"; H. Maas-van de Kamer; R. H. J. Erkens"
643;Thomas, WW ;W. W. Thomas;12313;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
658;Thomas, WW ;W. W. Thomas;12313;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
682;Folli, DA;Folli, DA;2917;Anônimo;Anônimo;detby_problem;Anônimo
700;Lopes, JC ;"J.C. Lopes; R. Mello-Silva; G. Siqueira";122;J.C. Lopes et R. Mello-Silva;J.C. Lopes et R. Mello-Silva;detby_problem; et R. Mello-Silva
704;Labiak, PH ;"P.H. Labiak; R. C. Forzza; L. Kollmann & C.N. Fraga";5000;R. Mello Silva;R. Mello Silva;detby_problem; Silva
708;Jardim, JG ;"J. G. Jardim ; P. Fiaschi, J. L. da Paixão & W. Nascimento";4508;A.Lobão;A.Lobão;detby_problem;ão
709;Thomas, WW ;"W.W. Thomas; A.M. Amorim, S. Sant´Ana, J.L. Paixão & R.N. Querino";;A.Lobão;A.Lobão;detby_problem;ão
710;Fiaschi, P ;"P. Fiaschi; J.A. Kallunki, S. Sant´ Ana & J.L. da Paixão";1226;A. Lobão & L. Teixeita;A. Lobão & L. Teixeita;detby_problem;ão & L. Teixeita
711;Fiaschi, P;"Fiaschi, P.; J.L. Paixão, S.C. Sant´Ana & R. Querino";1287;A.Lobão;A.Lobão;detby_problem;ão
721;Farney, C;"C.Farney; J.C.Gomes";4397;A.Lobão;A.Lobão;detby_problem;ão
722;Farney, C ;"C. Farney; et pessoal da UFRJ";4371;A.Lobão;A.Lobão;detby_problem;ão
724;Melo, E de;"E. de Melo ; F. França, E. Miranda, L. Senna & B. M. Silva";2774;A.Lobão;A.Lobão;detby_problem;ão
725;Melo, E ;"E. Melo; F. França, E. Miranda, L. Senna & B.M. Silva";2784;A. Lobão & L. Teixeita;A. Lobão & L. Teixeita;detby_problem;ão & L. Teixeita
728;Mori, SA;"S.A.Mori; L.A.Mattos Silva, T.S. dos Santos";;J. Kallunki,;J. Kallunki,;detby_problem;,
730;Khulmann, JG ;J.G. Khulmann;;D.M.Johnson (OWU);D.M.Johnson (OWU);detby_problem; (OWU)
744;Leoni, LS ;L.S. Leoni;5846;R. Mello-Silva;R. Mello-Silva;detby_problem;-Silva
746;Tavares, S ;"S. Tavares; D. Lima; M. Maciel; M. Alves";51;R. Mello-Silva;R. Mello-Silva;detby_problem;-Silva
755;Fiaschi, P;Pedro Fiaschi;Fiaschi 2743;R. Mello Silva;R. Mello Silva;detby_problem; Silva
756;Costa, JA ;J.A. Costa;Costa 459;A. Lobão;A. Lobão;detby_problem;ão
773;Fiaschi, P;"Pedro Fiaschi;Jacquelyn A. Kallunki;Sérgio C. de Sant'Ana;J. Lima da Paixão";Fiaschi 1226;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
774;Martius, CFP ;C. F. P. Martius;Martius s.n.;D.M. Johnson (OWU);D.M. Johnson (OWU);detby_problem; (OWU)
795;Lopes, JC;Lopes, JC;110;"Mello-Silva, R; Lopes, JC";"Mello-Silva, R; Lopes, JC";detby_problem;"Mello-Silva, R; Lopes, JC"
796;Lopes, JC;Lopes, JC;111;"Mello-Silva, R; Lopes, JC";"Mello-Silva, R; Lopes, JC";detby_problem;"Mello-Silva, R; Lopes, JC"
797;Lopes, JC;Lopes, JC;122;"Mello-Silva, R; Lopes, JC";"Mello-Silva, R; Lopes, JC";detby_problem;"Mello-Silva, R; Lopes, JC"
821;Lopes, JC;Lopes, J.C.;122;Renato Mello-Silva;Renato Mello-Silva;detby_problem;-Silva
822;Lopes, JC;Lopes, J.C.;111;Renato Mello-Silva;Renato Mello-Silva;detby_problem;-Silva
823;Lopes, JC;Lopes, J.C.;110;Renato Mello-Silva;Renato Mello-Silva;detby_problem;-Silva
827;Maas, PJM;Maas, P.J.M.;9853;Paul J. M. Maas;Paul J. M. Maas;detby_problem;Paul J. M. Maas
828;Maas, PJM;Maas, P.J.M.;9811;Paul J. M. Maas;Paul J. M. Maas;detby_problem;Paul J. M. Maas
829;Maas, PJM;Maas, P.J.M.;9810;Paul J. M. Maas;Paul J. M. Maas;detby_problem;Paul J. M. Maas
838;Rocini, C;Rocini, C.;16;Paul J. M. Maas;Paul J. M. Maas;detby_problem;Paul J. M. Maas
844;Folli, DA;Folli, D.A.;3540;Paul J. M. Maas;Paul J. M. Maas;detby_problem;Paul J. M. Maas
845;Maas, PJM;Maas, P.J.M.;8829;Paul J. M. Maas;Paul J. M. Maas;detby_problem;Paul J. M. Maas
846;Maas, PJM;Maas, P.J.M.;8828;Paul J. M. Maas;Paul J. M. Maas;detby_problem;Paul J. M. Maas
847;Folli, DA;Folli, D.A.;3130;Paul J. M. Maas;Paul J. M. Maas;detby_problem;Paul J. M. Maas
849;Folli, DA;Folli, D.A.;1699;Paul J. M. Maas;Paul J. M. Maas;detby_problem;Paul J. M. Maas
870;Jardim, JG;Jardim, J.G.;2716;R.Mello-Silva;R.Mello-Silva;detby_problem;-Silva
871;Pirani, JR;Pirani, J.R.;H51389;A.Lobão;A.Lobão;detby_problem;ão
872;Pirani, JR;Pirani, J.R.;H51389;A.Lobão;A.Lobão;detby_problem;ão
873;Melo, E;Melo, E.;2784;R.Mello-Silva;R.Mello-Silva;detby_problem;-Silva
874;Melo, E;Melo, E.;2774;R.Mello-Silva;R.Mello-Silva;detby_problem;-Silva
875;Melo, E;Melo, E.;1143;R.Mello-Silva;R.Mello-Silva;detby_problem;-Silva
885;Pirani, JR;"Pirani, J.R.; Kallunki, J.A. & Fernandes, J.B.";3579;Mello-Silva, R.;Mello-Silva, R.;detby_problem;Mello-Silva, R.
898;Assis, MA;Assis, M.A.;903;Mello-Silva, R.;Mello-Silva, R.;detby_problem;Mello-Silva, R.
900;Assis, MA ;"M.A. Assis; O.A. Silva; J.R.C. Souza & J.E. César";903;R. Mello-Silva;R. Mello-Silva;detby_problem;-Silva
901;Fraga, CN ;C. N. Fraga;2480;Sem Informação;Sem Informação;detby_problem;ção
903;Borges, RAX;Borges, R.A.X.;769;Sem Informação;Sem Informação;detby_problem;ção
904;Jardim, JG;Jardim, J. G.;4508;Sem Informação;Sem Informação;detby_problem;ção
905;Amorim, AM;Amorim, A. M.;4611;Sem Informação;Sem Informação;detby_problem;ção
907;Fiaschi, P ;P. Fiaschi;2743;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
908;Thomas, WW ;W. W. Thomas;13723;A. Lobão;A. Lobão;detby_problem;ão
909;Thomas, WW ;W. W. Thomas;13393;Sem Informação;Sem Informação;detby_problem;ção
910;Fiaschi, P ;P. Fiaschi;1287;Sem Informação;Sem Informação;detby_problem;ção
911;Fiaschi, P ;P. Fiaschi;1226;Sem Informação;Sem Informação;detby_problem;ção
912;Fiaschi, P ;P. Fiaschi;1226;Sem Informação;Sem Informação;detby_problem;ção
913;Thomas, WW ;W. W. Thomas;12654;Sem Informação;Sem Informação;detby_problem;ção
916;Jardim, JG ;J. G. Jardim;2716;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
917;Thomas, WW ;W. W. Thomas;12313;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
918;Jardim, JG ;J. G. Jardim;2064;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
930;Johnson, DM ;D. M. Johnson;1838;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
935;Kallunki, JA ;J. A. Kallunki;465;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
936;Kallunki, JA ;J. A. Kallunki;428;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
941;Amorim, AM ;A. M. Amorim;858;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
942;Thomas, WW ;W. W. Thomas;9086;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
950;Santos, TS dos;T. S. dos Santos;4576;R. de Mello-Silva;R. de Mello-Silva;detby_problem;-Silva
