;recorded_by;orig_recby;colnum_full;det_by;orig_detby;to_check;to_check_det
822;Lopes, JC;Lopes, J.C.;111;Mello-Silva, R de;Renato Mello-Silva;detby_problem;#NAME?
823;Lopes, JC;Lopes, J.C.;110;Mello-Silva, R de;Renato Mello-Silva;detby_problem;#NAME?
445;Lopes, JC ;"J.C. Lopes;G.S. Siqueira,R. Mello-Silva";122;Lopes, JC, Mello-Silva, R de;J.C. Lopes & R. Mello-Silva/2010;detby_problem; & R. Mello-Silva/2010
446;Lopes, JC ;"J.C. Lopes;G. Siqueira,R. Mello-Silva";110;Lopes, JC, Mello-Silva, R de;J.C. Lopes & R. Mello-Silva/2010;detby_problem; & R. Mello-Silva/2010
700;Lopes, JC ;"J.C. Lopes; R. Mello-Silva; G. Siqueira";122;Lopes, JC, Mello-Silva, R de;J.C. Lopes et R. Mello-Silva;detby_problem; et R. Mello-Silva
461;Lordêlo, RP;Lordêlo, RP;56-333;Lopes, JC;Lopes, J.C.;Lordêlo, RP;recby_problem
991;Lordêlo, RP;Lordêlo, RP;56-333;;<NA>;Lordêlo, RP;recby_problem
678;Luschnath, B;Luschnath B.;S.N.;;<NA>;Luschnath B.;recby_problem
281;Wied-Neuwied, MAP;M. A. P. z. Wied-Neuwied;s.n.;;<NA>;M. A. P. z. Wied-Neuwied;recby_problem
286;Wied-Neuwied, MAP;M. A. P. z. Wied-Neuwied;s.n.;;<NA>;M. A. P. z. Wied-Neuwied;recby_problem
662;Wied-Neuwied, MAP;M. A. P. z. Wied-Neuwied;s.n.;;<NA>;M. A. P. z. Wied-Neuwied;recby_problem
665;Wied-Neuwied, MAP;M. A. P. z. Wied-Neuwied;s.n.;;<NA>;M. A. P. z. Wied-Neuwied;recby_problem
451;Maas, PJM;"P. J. Maas;D. A. Folli,H. Maas";8829;Maas, PJM;P. J. M. Maas/1999;detby_problem;/1999
827;Maas, PJM;Maas, P.J.M.;9853;Maas, PJM;Paul J. M. Maas;detby_problem;Paul J. M. Maas
828;Maas, PJM;Maas, P.J.M.;9811;Maas, PJM;Paul J. M. Maas;detby_problem;Paul J. M. Maas
829;Maas, PJM;Maas, P.J.M.;9810;Maas, PJM;Paul J. M. Maas;detby_problem;Paul J. M. Maas
845;Maas, PJM;Maas, P.J.M.;8829;Maas, PJM;Paul J. M. Maas;detby_problem;Paul J. M. Maas
846;Maas, PJM;Maas, P.J.M.;8828;Maas, PJM;Paul J. M. Maas;detby_problem;Paul J. M. Maas
448;Magnago, LFS ;"L. F. S. Magnago;V. Demuner, M. Belizário, E. Bausen";531;Maas, PJM;P. J. M. Maas/Set.2009;detby_problem;/Set.2009
452;Magnago, LFS ;"L. F. S. Magnago;V. Demuner, M. Belizário, E. Bausen";489;Lobão, A;A. Lobão/10-08-2006;detby_problem;ão/10-08-2006
569;Mariano Neto, E;Mariano Neto, E.;1065;;<NA>;, E.;recby_problem
570;Mariano Neto, E;Mariano Neto, E.;1181;;<NA>;, E.;recby_problem
571;Mariano Neto, E;Mariano Neto, E.;1146;;<NA>;, E.;recby_problem
572;Mariano Neto, E;Mariano Neto, E.;1067;;<NA>;, E.;recby_problem
669;Martius, CFP ;Martius, C.F.P. von (no. Herb. Fl. Bras. 858);;;<NA>;von (no. Herb. Fl. Bras. 858);recby_problem
670;Martius, CFP ;Martius, C.F.P. von (no. Herb. Fl. Bras. 858);;;<NA>;von (no. Herb. Fl. Bras. 858);recby_problem
671;Martius, CFP ;Martius, C.F.P. von (no. Obs. 2101);;;<NA>;von (no. Obs. 2101);recby_problem
774;Martius, CFP ;C. F. P. Martius;Martius s.n.;Johnson, DM;D.M. Johnson (OWU);detby_problem; (OWU)
476;Mello-Silva, R de;"Mello-Silva R de; et al.";"Mello-Silva, R de; et al.  1174 ";Mello-Silva, R de;Mello-Silva R de;Mello-Silva R de;recby_problem
506;Mello-Silva, R de;"Mello-Silva R de; et al.";"Mello-Silva, R de; et al.  1174 ";Mello-Silva, R de;Mello-Silva R de;Mello-Silva R de;recby_problem
434;Mello-Silva, R de;"Mello-Silva, R;Mello-Silva, R.,et al.";1596;Mello-Silva, R de;Mello-Silva, R.;Mello-Silva, R;recby_problem
549;Mello-Silva, R de;"Mello-Silva, R; Stannard, BL; Nic Lughadha, E; Assis, MC";1596;Mello-Silva, R de;Mello-Silva, R;Mello-Silva, R;recby_problem
551;Mello-Silva, R de;"Mello-Silva, R; Salatino, A; Santos, DYAC";1174;Mello-Silva, R de;Mello-Silva, R;Mello-Silva, R;recby_problem
693;Mello-Silva, R de;Mello-Silva, R;3138;;<NA>;Mello-Silva, R;recby_problem
984;Mello-Silva, R de;"Mello-Silva, R de; Stannard, BL; Nic Lughadha, E; Assis, MC";1596;;<NA>;Mello-Silva, R de;recby_problem
873;Melo, E;Melo, E.;2784;Mello-Silva, R de;R.Mello-Silva;detby_problem;#NAME?
874;Melo, E;Melo, E.;2774;Mello-Silva, R de;R.Mello-Silva;detby_problem;#NAME?
875;Melo, E;Melo, E.;1143;Mello-Silva, R de;R.Mello-Silva;detby_problem;#NAME?
725;Melo, E ;"E. Melo; F. França, E. Miranda, L. Senna & B.M. Silva";2784;Lobão, A, Teixeita, L;A. Lobão & L. Teixeita;detby_problem;ão & L. Teixeita
724;Melo, E de;"E. de Melo ; F. França, E. Miranda, L. Senna & B. M. Silva";2774;Lobão, A;A.Lobão;detby_problem;ão
728;Mori, SA;"S.A.Mori; L.A.Mattos Silva, T.S. dos Santos";;Kallunki, J;J. Kallunki,;detby_problem;,
556;Noblick, LR;L.R.Noblick;3274;Lobão, A;A.Lobão;detby_problem;ão
769;Maas, PJM;"Paul J. M. Maas;Hiltje Maas;D.A. Folli";Maas 8828;Maas, PJM;P.J. M. Maas;Paul J. M. Maas;recby_problem
770;Maas, PJM;"Paul J. M. Maas;Hiltje Maas;D.A. Folli";Maas 8829;Maas, PJM;P.J.M. Maas;Paul J. M. Maas;recby_problem
771;Maas, PJM;"Paul J. M. Maas;Hiltje Maas;B.C. Kurtz;Adriana Lobão;J. M. Caruso";Maas 8818;Maas, PJM;P.J.M. Maas;Paul J. M. Maas;recby_problem
417;Pirani, JR;"Pirani, J.R.;Kallunki, J.A.,Fernandes, J.B.";3579;Mello-Silva, R de;Mello-Silva, R.;detby_problem;Mello-Silva, R.
871;Pirani, JR;Pirani, J.R.;H51389;Lobão, A;A.Lobão;detby_problem;ão
872;Pirani, JR;Pirani, J.R.;H51389;Lobão, A;A.Lobão;detby_problem;ão
885;Pirani, JR;"Pirani, J.R.; Kallunki, J.A. & Fernandes, J.B.";3579;Mello-Silva, R de;Mello-Silva, R.;detby_problem;Mello-Silva, R.
228;Queiroz, LP de;Queiroz, L.P.de;16727;;<NA>;P.de;recby_problem
271;Mello-Silva, R de;R. de Mello-Silva;1174;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
315;Mello-Silva, R de;R. de Mello-Silva;1174;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
326;Mello-Silva, R de;R. de Mello-Silva;1596;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
327;Mello-Silva, R de;R. de Mello-Silva;1596;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
603;Mello-Silva, R de;R. de Mello-Silva;1174;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
615;Mello-Silva, R de;R. de Mello-Silva;1596;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
625;Mello-Silva, R de;R. de Mello-Silva;1174;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
634;Mello-Silva, R de;R. de Mello-Silva;1596;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
734;Mello-Silva, R de;"R. Mello Silva; B.L.Stannard, E. Nic Lughadah, M.C Assis";1596;Mello-Silva, R de;R. Mello Silva; Silva;recby_problem
360;Mello-Silva, R de;R. Mello-Silva;1596;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
736;Mello-Silva, R de;"R. Mello-Silva ; A. Salatino , D.Y.A.C. Santos";1147;Mello-Silva, R de;R. Mello-Silva VI 1996;#NAME?;recby_problem
919;Mello-Silva, R de;R. Mello-Silva;1596;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
920;Mello-Silva, R de;R. Mello-Silva;1174;Mello-Silva, R de;R. de Mello-Silva;#NAME?;recby_problem
293;Belém, RP;R. P. Belém;936;Johnson, DM;D. M. Johnson;ém;recby_problem
314;Belém, RP;R. P. Belém;936;Johnson, DM;D. M. Johnson;ém;recby_problem
387;Belém, RP;R. P. Belém;879;Johnson, DM;D. M. Johnson;ém;recby_problem
388;Belém, RP;R. P. Belém;936;Johnson, DM;D. M. Johnson;ém;recby_problem
609;Belém, RP;R. P. Belém;936;Johnson, DM;D. M. Johnson;ém;recby_problem
626;Belém, RP;R. P. Belém;936;Johnson, DM;D. M. Johnson;ém;recby_problem
979;Belém, RP;R. P. Belém;879;Johnson, DM;D. M. Johnson;ém;recby_problem
980;Belém, RP;R. P. Belém;936;Johnson, DM;D. M. Johnson;ém;recby_problem
674;Riedel, L;Riedel, L. (no. 711);;;<NA>;(no. 711);recby_problem
562;Rocha,TL;"Rocha,T.L.;Broggio,I.S.,Ribeiro,M.";93;Ribeiro, M;Ribeiro,M.;Rocha,T.L.;recby_problem
838;Rocini, C;Rocini, C.;16;Maas, PJM;Paul J. M. Maas;detby_problem;Paul J. M. Maas
750;Rosário, CS;"Rosário, C.S.; Ramos, J.S.";140;Moraes, E;Moraes, E.;Rosário, C.S.;recby_problem
943;Sant'Ana, SC;S. C. de Sant'Ana;201;Mello-Silva, R de;R. de Mello-Silva;'Ana;recby_problem
351;Sant'Ana, SC;S. C. Sant'Ana;201;Lopes, JC;Lopes, J.C.;'Ana;recby_problem
526;Saint-Hilaire, AFCP de;Saint-Hilaire AFCP de;Saint-Hilaire, AFCP de  566 ;;<NA>;Saint-Hilaire AFCP de;recby_problem
536;Saint-Hilaire, AFCP de;Saint-Hilaire AFCP de;Saint-Hilaire, AFCP de  566 ;;<NA>;Saint-Hilaire AFCP de;recby_problem
540;Saint-Hilaire, AFCP de;Saint-Hilaire AFCP de;Saint-Hilaire, AFCP de  566 ;;<NA>;Saint-Hilaire AFCP de;recby_problem
541;Saint-Hilaire, AFCP de;Saint-Hilaire AFCP de;Saint-Hilaire, AFCP de  566 ;;<NA>;Saint-Hilaire AFCP de;recby_problem
7;Saint-Hilaire, AFCP de;Saint-Hilaire, A. de;;Johnson, DM;Johnson;Saint-Hilaire, A. de;recby_problem
696;Saint-Hilaire, AFCP de;Saint-Hilaire, A. de;;;<NA>;Saint-Hilaire, A. de;recby_problem
459;Saint-Hilaire, AFCP de;Saint-Hilaire, A.F.C.P. de;[Not on sheet];;<NA>;Saint-Hilaire, A.F.C.P. de;recby_problem
515;Sant'Ana, SC;"Sant'Ana SC da; Santos TS dos";"Sant'Ana, SC da; Santos, TS dos  201 ";Johnson, DM;Johnson DM;Sant'Ana SC da;recby_problem
369;Santos, TS ;T. S. Santos;4576;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
950;Santos, TS dos;T. S. dos Santos;4576;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
2;Sellow, F;Sellow,F.;;;<NA>;Sellow,F.;recby_problem
640;Tavares, S ;S. Tavares;51;Maas, PJM, Maas, H, Erkens, RHJ;"P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens";detby_problem;"; H. Maas-van de Kamer; R. H. J. Erkens"
746;Tavares, S ;"S. Tavares; D. Lima; M. Maciel; M. Alves";51;Mello-Silva, R de;R. Mello-Silva;detby_problem;#NAME?
426;Thomas, WW;"Thomas, WW;et al.,Thomas, W.W.";9086;Mello-Silva, R de;Mello-Silva, R.;detby_problem;Mello-Silva, R.
478;Thomas, WW;"Thomas WW; et al.";"Thomas, WW; et al.  10742 ";Maas, PJM, Chatrou, LW;"Maas PJM; Chatrou LW";detby_problem;"; Chatrou LW"
382;Thomas, WW ;W. W. Thomas;9086;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
643;Thomas, WW ;W. W. Thomas;12313;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
658;Thomas, WW ;W. W. Thomas;12313;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
709;Thomas, WW ;"W.W. Thomas; A.M. Amorim, S. Sant´Ana, J.L. Paixão & R.N. Querino";;Lobão, A;A.Lobão;detby_problem;ão
908;Thomas, WW ;W. W. Thomas;13723;Lobão, A;A. Lobão;detby_problem;ão
909;Thomas, WW ;W. W. Thomas;13393;Sem Informação;Sem Informação;detby_problem;ção
913;Thomas, WW ;W. W. Thomas;12654;Sem Informação;Sem Informação;detby_problem;ção
917;Thomas, WW ;W. W. Thomas;12313;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
942;Thomas, WW ;W. W. Thomas;9086;Mello-Silva, R de;R. de Mello-Silva;detby_problem;#NAME?
760;Thomas, WW ;W. Wayt Thomas;Thomas 12675;;W.W. Thomas; Thomas;recby_problem
675;Wied, M;Wied M.;S.N.;;<NA>;Wied M.;recby_problem
676;Wied, M;Wied M.;S.N.;;<NA>;Wied M.;recby_problem
677;Wied, M;Wied M.;S.N.;;<NA>;Wied M.;recby_problem
679;Wied, M;Wied M.;S.N.;;<NA>;Wied M.;recby_problem
672;Wied-Neuwied, MAP zu ;Wied-Neuwied, M.A.P. zu (no. 34);;;<NA>;Wied-Neuwied, M.A.P. zu (no. 34);recby_problem
578;Kuhlmann;;s.n.;;<NA>;#NAME?;recby_problem
