recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;huh_name;geo_col;wiki_url;colnum;orig_bc;orig_recby;orig_detby
Harmand, J;1093;nan;<NA>;01/02/1877 - 28/02/1877;Champasak;Monts de Bassac, Laos.;P00391140;Laos, République démocratique populaire;Cyathocalyx;martabanicus;0;0;0;0;;;1;2;1877;;;;0;0;0;105.8;14.904;0;0;0;0;0;1093;P00391140;Harmand, J.;<NA>
Harmand;1093;nan;<NA>;01/02/1877 - 28/02/1877;Champasak;monts de Bassac, Laos.;P00391141;Laos, République démocratique populaire;Cyathocalyx;martabanicus;0;0;0;0;;;1;2;1877;;;;0;0;0;105.8;14.904;0;0;0;0;0;1093;P00391141;Harmand;<NA>
Merrill, ED;9212;nan;<NA>;01/04/1913 - 30/04/1913;Palawan;Philippines. Taytay. Palawan;P00391143;Philippines;Orophea;merrillii;0;0;0;0;;;1;4;1913;;;;0;0;0;119.5159199;10.8264031;0;0;0;0;0;9212;P00391143;Merrill, E.D.;<NA>
Merrill, ED;9212;nan;<NA>;01/04/1913 - 30/04/1913;Palawan;Philippines. Taytay, Palawan;P00391144;Philippines;Orophea;merrillii;0;0;0;0;;;1;4;1913;;;;0;0;0;119.5159199;10.8264031;0;0;0;0;0;9212;P00391144;Merrill, E.D.;<NA>
Merrill, ED;9212;Kessler, P;01/01/1985 - 31/12/1985;01/04/1913 - 30/04/1913;Palawan;Philippines. Taytay. Palawan;P00391145;Philippines;Orophea;merrillii;0;0;0;0;;;1;4;1913;1;1;1985;0;0;0;119.5159199;10.8264031;0;0;0;0;0;9212;P00391145;Merrill, E.D.;Kessler, P.
Ramos, M;43211;Kessler, P;08/03/1984 - 08/03/1984;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol.;P00391146;Philippines;Orophea;dolichocarpa;0;0;0;0;;;1;8;1923;8;3;1984;0;0;0;124.16;9.83;0;0;0;0;0;43211;P00391146;Ramos, M.;Kessler, P.
Ramos, M;24468;Kessler, P;08/03/1984 - 08/03/1984;26/02/1916 - 26/02/1916;Northern Samar;Philippines. Catubig River, Samar;P00391147;Philippines;Orophea;leytensis;0;0;0;0;;;26;2;1916;8;3;1984;0;0;0;125.03;12.467;0;0;0;0;0;24468;P00391147;Ramos, M.;Kessler, P.
Ramos, M;36585;nan;<NA>;01/10/1919 - 31/10/1919;Maguindanao;Philippines. Mt. Tubuan. Zamboanga District. Mindanao;P00391148;Philippines;Orophea;megalophylla;0;0;0;0;;;1;10;1919;;;;0;0;0;124.014;7.001;0;0;0;0;0;36585;P00391148;Ramos, M.;<NA>
Weber;35;Kessler, P;01/01/2010 - 31/01/2010;<NA>;;Malaysia;P00403928;Malaisie;Marsypopetalum;sp.;0;0;0;0;;;;;;1;1;2010;0;0;0;;;0;0;0;0;0;35;P00403928;Weber;Kessler, P.
Pierre, L;1746;nan;<NA>;01/05/1870 - 31/05/1870;;in Cambodia;P00510808;Cambodge;Dasymaschalon;lomentaceum;0;0;0;0;;;1;5;1870;;;;0;0;0;;;0;0;0;0;0;1746;P00510808;Pierre, L.;<NA>
Harmand;888;Pierre, L;<NA>;01/10/1876 - 31/10/1876;Bà Rịa - Vũng Tàu;Cochinchina : ile Poulo-Condor;P00510809;Viet Nam;Dasymaschalon;macrocalyx;0;0;0;0;;;1;10;1876;;;;0;0;0;106.588;8.695;0;0;0;0;0;888;P00510809;Harmand;Pierre, L.
Harmand;888;nan;<NA>;01/10/1876 - 31/10/1876;Bà Rịa - Vũng Tàu;indo-Chine. île Poulo-Condor.;P00510810;Viet Nam;Dasymaschalon;macrocalyx;0;0;0;0;;;1;10;1876;;;;0;0;0;106.588;8.695;0;0;0;0;0;888;P00510810;Harmand;<NA>
Pierre, L;1368;nan;<NA>;01/09/1865 - 30/09/1865;Đồng Nai;in prov. Bienhoa ad Bao Chang;P00510811;Viet Nam;Dasymaschalon;macrocalyx;0;0;0;0;;;1;9;1865;;;;0;0;0;107.3167;10.9667;0;0;0;0;0;1368;P00510811;Pierre, L.;<NA>
Poilane;2965;nan;<NA>;11/04/1922 - 11/04/1922;Khánh Hòa;Annam : Ile Tre près de Nhatrang. Sud de l'île.;P00510812;Viet Nam;Dasymaschalon;robinsonii;0;0;0;0;;;11;4;1922;;;;0;0;0;109.284;12.19;0;0;0;0;0;2965;P00510812;Poilane;<NA>
Poilane, E;6132;nan;<NA>;29/04/1923 - 29/04/1923;Khánh Hòa;Annam : Ninh hoa pro: Nhatrang;P00510813;Viet Nam;Dasymaschalon;robinsonii;0;0;0;0;;;29;4;1923;;;;0;0;0;109.1270865;12.4934379;0;0;0;0;0;6132;P00510813;Poilane, E.;<NA>
Poilane, E;6829;nan;<NA>;10/06/1923 - 10/06/1923;Khánh Hòa;Annam : Nord de Ninh-hoa pro. Phanrang [Nhatrang];P00510814;Viet Nam;Dasymaschalon;robinsonii;0;0;0;0;;;10;6;1923;;;;0;0;0;109.125;12.4919;0;0;0;0;0;6829;P00510814;Poilane, E.;<NA>
Poilane;8140;nan;<NA>;10/10/1923 - 10/10/1923;Khánh Hòa;Annam : km. 26 route de Nhatrang à Ninh-Hoa.;P00510815;Viet Nam;Dasymaschalon;robinsonii;0;0;0;0;;;10;10;1923;;;;0;0;0;109.1443;12.424;0;0;0;0;0;8140;P00510815;Poilane;<NA>
Poilane, E;16586;Kessler, P;09/09/1985 - 09/09/1985;05/08/1929 - 05/08/1929;Nghệ An;Annam: entre le Tram de Khe Nhe et le village de Ke Se. Phu qui, prov. de Vinh;P00520746;Viet Nam;Miliusa;sp.;0;0;0;0;;;5;8;1929;9;9;1985;0;0;0;105.452;19.3138;0;0;0;0;0;16586;P00520746;Poilane, E.;Kessler, P.
Poilane, E;16586;Kessler, PJA;<NA>;05/08/1929 - 05/08/1929;Nghệ An;Annam : entre le Tram de Khe Nhe et le village de Ke Se. Phu Qui, prov. de Vinh;P00520747;Viet Nam;Miliusa;sp.;0;0;0;0;;;5;8;1929;;;;0;0;0;105.452;19.3138;0;0;0;0;0;16586;P00520747;Poilane, E.;Kessler, P.J.A.
Poilane, E;16586;Kessler, PJA;<NA>;05/08/1929 - 05/08/1929;Nghệ An;Annam : entre le Tram de Khe Nhe et le village de Ke Se. Phu Qui, prov. de Vinh;P00520748;Viet Nam;Miliusa;sp.;0;0;0;0;;;5;8;1929;;;;0;0;0;105.452;19.3138;0;0;0;0;0;16586;P00520748;Poilane, E.;Kessler, P.J.A.
Poilane, E;6651;nan;<NA>;24/05/1923 - 24/05/1923;Khánh Hòa;Annam : massif de la Mère et l'Enfant pr. Nhatrang. 500 m alt. Versant sud-est du massif de la Mère et l'Enfant.;P00520749;Viet Nam;<NA>;indet.;0;0;0;0;;;24;5;1923;;;;0;0;0;109.005;12.655;0;0;0;0;0;6651;P00520749;Poilane, E.;<NA>
Poilane, E;16133;nan;<NA>;24/10/1928 - 24/10/1928;Salavan;Laos : sommet du Pou set, pro: de Saravane. 1350 m alt.;P00520750;Laos, République démocratique populaire;Genre;Indet.;0;0;0;0;;;24;10;1928;;;;0;0;0;106.3;15.4418;0;0;0;0;0;16133;P00520750;Poilane, E.;<NA>
Poilane, E;16133;nan;<NA>;24/10/1928 - 24/10/1928;Salavan;Laos : sommet du Pan set, prov. de Saravane. alt : 1350 m.;P00520751;Laos, République démocratique populaire;Genre;Indet.;0;0;0;0;;;24;10;1928;;;;0;0;0;106.3;15.442;0;0;0;0;0;16133;P00520751;Poilane, E.;<NA>
Godefroy;298;Chaowasku, T;14/10/2005 - 14/10/2005;01/01/1875 - 31/12/1875;Pursat;Cambodge. Mont de Pursat;P00520752;Cambodge;Uvaria;godefroyana;0;0;0;0;;;1;1;1875;14;10;2005;0;0;0;103.859;12.4;0;0;0;0;0;298;P00520752;Godefroy;Chaowasku, T.
Godefroy;298;Meade, C;01/07/2000 - 31/07/2000;11/06/1875 - 11/06/1875;Pursat;Cambodge, bords de la rivière de Pursat.;P00520753;Cambodge;Rauwenhoffia;siamensis;0;0;0;0;;;11;6;1875;1;7;2000;0;0;0;104.055;12.612;0;0;0;0;0;298;P00520753;Godefroy;Meade, C.
Thorel;;Kessler, P;01/11/2003 - 30/11/2003;01/01/1866 - 31/12/1868;Champasak;Ile de Khon. Expédition du Mé-Kong.;P00520754;Laos, République démocratique populaire;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;1;1;1866;1;11;2003;0;0;0;105.824;14.15;0;0;0;0;0;nan;P00520754;Thorel;Kessler, P.
Thorel;;Kessler, P;01/11/2003 - 30/11/2003;01/01/1866 - 31/12/1868;Champasak;Ile de Khôn, Laos. Expédition du Mé-Kong.;P00520755;Laos, République démocratique populaire;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;1;1;1866;1;11;2003;0;0;0;105.824;14.15;0;0;0;0;0;nan;P00520755;Thorel;Kessler, P.
Thorel;;Chaowasku, T;14/10/2005 - 14/10/2005;01/01/1866 - 31/12/1868;Stung Treng;Cambodge, Stung Treng. Expédition du Mé-Kong;P00520756;Cambodge;Rauwenhoffia;sp.;0;0;0;0;<NA>;<NA>;1;1;1866;14;10;2005;0;0;0;105.9686727;13.5271207;0;0;0;0;0;nan;P00520756;Thorel;Chaowasku, T.
Thorel;;Kessler, P;01/11/2003 - 30/11/2003;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition du Mékong.;P00520757;Cambodge;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;1;1;1866;1;11;2003;0;0;0;105.9686727;13.5271207;0;0;0;0;0;nan;P00520757;Thorel;Kessler, P.
Thorel;;Kessler, P;01/11/2003 - 30/11/2003;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition du Mé-Kong.;P00520758;Cambodge;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;1;1;1866;1;11;2003;0;0;0;105.9686727;13.5271207;0;0;0;0;0;nan;P00520758;Thorel;Kessler, P.
Thorel;2034;Meade, C;01/01/2000 - 31/12/2000;01/01/1866 - 31/12/1868;Pursat;Campon Luang. Expédition du Mé-Kong.;P00520759;Cambodge;Rauwenhoffia;siamensis;0;0;0;0;;;1;1;1866;1;1;2000;0;0;0;104.208;12.573;0;0;0;0;0;2034;P00520759;Thorel;Meade, C.
Schmid, M;;Schmid, M;<NA>;15/01/1961 - 15/01/1961;Lâm Đồng;Blao. Prov.: Lam Dong. Vietnam. Alt.: ~ 850 m;P00520760;Viet Nam;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;15;1;1961;;;;0;0;0;107.808;11.548;0;0;0;0;0;nan;P00520760;Schmid, M.;Schmid, M.
Chevalier, A;38996;Kessler, P;01/11/2003 - 30/11/2003;24/09/1918 - 24/09/1918;Khánh Hòa;Sud-Annam : Province de Nhatrang : Nhatrang;P00520761;Viet Nam;Rauwenhoffia;sp.;0;0;0;0;;;24;9;1918;1;11;2003;0;0;0;109.1898675;12.2431693;0;0;0;0;0;38996;P00520761;Chevalier, A.;Kessler, P.
Ho, PH;5293;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Khánh Hòa;Cầu Đá Sud-Vietnam. Khanh Hoa.;P00520762;Viet Nam;Rauwenhoffia;siamensis;0;0;0;0;;;;;;1;11;2003;0;0;0;109.2;12.2167;0;0;0;0;0;5293;P00520762;Ho, P.H.;Kessler, P.
Chevalier, A;38988;Kessler, P;01/11/2003 - 30/11/2003;24/09/1918 - 24/09/1918;Khánh Hòa;Sud-Annam : Province de Nhatrang : Nhatrang;P00520763;Viet Nam;Rauwenhoffia;sp.;0;0;0;0;;;24;9;1918;1;11;2003;0;0;0;109.1898675;12.2431693;0;0;0;0;0;38988;P00520763;Chevalier, A.;Kessler, P.
Martin, M;374;Kessler, P;01/11/2003 - 30/11/2003;10/01/1969 - 10/01/1969;RatanaKiri;forêt dense secondaire. plantation. Prov.: Ratanakiri. Cambodge. Alt.: 240 m;P00520764;Cambodge;Rauwenhoffia;sp.;0;0;0;0;;;10;1;1969;1;11;2003;0;0;0;107.04;13.93;0;0;0;0;0;374;P00520764;Martin, M.;Kessler, P.
Chevalier, A;40728;nan;<NA>;18/02/1919 - 18/02/1919;Thừa Thiên - Huế;Annam : Thua Thiên. Huê;P00520766;Viet Nam;Melodorum;sp.;0;0;0;0;;;18;2;1919;;;;0;0;0;107.5821911;16.4638013;0;0;0;0;0;40728;P00520766;Chevalier, A.;<NA>
Chevalier, A;40728;Kessler, P;01/11/2003 - 30/11/2003;18/02/1919 - 18/02/1919;Thừa Thiên - Huế;Annam : Thua-Luu;P00520767;Viet Nam;Rauwenhoffia;sp.;0;0;0;0;;;18;2;1919;1;11;2003;0;0;0;108.0;16.272;0;0;0;0;0;40728;P00520767;Chevalier, A.;Kessler, P.
Chevalier, A;40728;Kessler, P;01/11/2003 - 30/11/2003;18/02/1919 - 18/02/1919;Thừa Thiên - Huế;Annam: Thùa-Lùu;P00520768;Viet Nam;Rauwenhoffia;sp.;0;0;0;0;;;18;2;1919;1;11;2003;0;0;0;107.93837;16.244308;0;0;0;0;0;40728;P00520768;Chevalier, A.;Kessler, P.
Poilane;7920;Kessler, P;01/11/2003 - 30/11/2003;11/09/1923 - 11/09/1923;Đà Nẵng;Annam : Col des nuages près Tourane. 400 m. alt.;P00520769;Viet Nam;Rauwenhoffia;sp.;0;0;0;0;;;11;9;1923;1;11;2003;0;0;0;108.1309;16.1874;0;0;0;0;0;7920;P00520769;Poilane;Kessler, P.
Evrard, F;178;nan;<NA>;23/10/1920 - 23/10/1920;Ninh Thuận;Krông-Pha;P00520770;Viet Nam;Genre;Indet.;0;0;0;0;;;23;10;1920;;;;0;0;0;108.7;11.833;0;0;0;0;0;178;P00520770;Evrard, F.;<NA>
Kerr;4308 A;Kessler;01/11/2003 - 30/11/2003;05/09/1920 - 05/09/1920;;Siam;P00520771;Thaïlande;Rauwenhoffia;siamensis;0;0;0;0;;A;5;9;1920;1;11;2003;0;0;0;;;0;0;0;0;0;4308;P00520771;Kerr;Kessler
Pierre, L;638;nan;<NA>;01/05/1870 - 31/05/1870;Kampong Speu;apice montis Knang Repoeu (Cambodia) alt. 1500 met.;P00751164;Cambodge;Desmos;velutinus;0;0;0;0;;;1;5;1870;;;;0;0;0;103.849;11.616;0;0;0;0;0;638;P00751164;Pierre, L.;<NA>
Pierre, L;638;nan;<NA>;01/05/1870 - 31/05/1870;Kampong Speu;In montibus Knangue Kepeu in prov. Tpong in Cambodia. Alt. 1500 met.  Mont Knang-Krépeuh;P00751165;Cambodge;Desmos;velutinus;0;0;0;0;;;1;5;1870;;;;0;0;0;103.849;11.616;0;0;0;0;0;638;P00751165;Pierre, L.;<NA>
Pierre, L;638;Kessler, P;01/11/2003 - 30/11/2003;01/01/1870 - 31/01/1870;Kampong Speu;in montibus Knangue Repeu, alt 1500 met. prov. Tpong (Cambodia);P00751166;Cambodge;Desmos;velutinus;0;0;0;0;;;1;1;1870;1;11;2003;0;0;0;103.849;11.616;0;0;0;0;0;638;P00751166;Pierre, L.;Kessler, P.
Blume;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;;Java;P00751167;Indonésie;Meiogyne;virgata;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;;;0;0;0;0;0;nan;P00751167;Blume;Kessler, P.
Pierre, L;607;Kessler, P;01/06/2004 - 30/06/2004;01/05/1870 - 31/05/1870;Kampong Speu;apice montis Knangue Reheu prov. Tpong. Cambodiâ;P00753685;Cambodge;Goniothalamus;repevensis;0;0;0;0;;;1;5;1870;1;6;2004;0;0;0;103.849;11.616;0;0;0;0;0;607;P00753685;Pierre, L.;Kessler, P.
Pierre, L;1749;nan;<NA>;24/03/1877 - 24/03/1877;Lâm Đồng;ad Chao Shan in regionibus borealibus ad originem fluminis Dongnaï;P00753686;Viet Nam;Goniothalamus;donnaiensis;0;0;0;0;;;24;3;1877;;;;0;0;0;108.3167;11.7;0;0;0;0;0;1749;P00753686;Pierre, L.;<NA>
Poilane;7578;nan;<NA>;17/08/1923 - 17/08/1923;Đà Nẵng;Annam : Liên Chiêu pres Tourane, 600 m alt;P00753703;Viet Nam;Alphonsea;gaudichaudiana;0;0;0;0;;;17;8;1923;;;;0;0;0;108.1167;16.15;0;0;0;0;0;7578;P00753703;Poilane;<NA>
Cuming;1586;Kessler, P;03/03/1986 - 03/03/1986;<NA>;National Capital Region (NCR);Manille;P00753716;Philippines;Orophea;enterocarpoidea;0;0;0;0;;;;;;3;3;1986;0;0;0;120.9809674;14.5907332;0;0;0;0;0;1586;P00753716;Cuming;Kessler, P.
Soejarto, DD;13434;nan;01/08/2005 - 01/08/2005;11/07/2004 - 11/07/2004;Ninh Bình;Vietnam. Ninh Binh Province, Nho Quan District, Cuc Phuong National Park, Yen Quang Lake, valley below Hotspot 35 at Ranger Station #8. 150 m;P00783200;Viet Nam;Fissistigma;balansae;0;0;0;0;;;11;7;2004;1;8;2005;0;0;0;105.69766666666666;20.291;0;0;0;0;0;13434;P00783200;Soejarto, D.D.;Bien, L.K. et Hiep,N.T. et Loc, P.K. et Binh, N.Q.
Soejarto, DD;13411;nan;01/08/2005 - 01/08/2005;10/07/2004 - 10/07/2004;Ninh Bình;Vietnam. Ninh Binh Province, Nho Quan District, Cuc Phuong National Park, Yen Quang Lake. Site No: CP599. 350 m;P00783210;Viet Nam;Desmos;cochinchinensis;0;0;0;0;;;10;7;2004;1;8;2005;0;0;0;105.68816666666666;20.306833333333334;0;0;0;0;0;13411;P00783210;Soejarto, D.D.;Bien, L.K. & Hiep, N.T. & Loc, P.K. & Binh, N.Q.
Soejarto, DD;13819;nan;05/01/2006 - 05/01/2006;04/07/2005 - 04/07/2005;Ninh Bình;Vietnam. Ninh Binh Province, Nho Quan District, Cuc Phuong National Park. 175 m;P00783252;Viet Nam;Xylopia;vielana;0;0;0;0;;;4;7;2005;5;1;2006;0;0;0;105.70883333333333;20.22;0;0;0;0;0;13819;P00783252;Soejarto, D.D.;<NA>
Soejarto, DD;13746;nan;08/02/2006 - 08/02/2006;10/04/2005 - 10/04/2005;Ninh Bình;Vietnam. Ninh Binh Province, Nho Quan District, CPNP, Bong to Big Terminalia myriocarpa. Site No: CP614. 500 m;P00783528;Viet Nam;Pseuduvaria;indochinensis;0;0;0;0;;;10;4;2005;8;2;2006;0;0;0;105.59216666666667;20.3535;0;0;0;0;0;13746;P00783528;Soejarto, D.D.;"Hien, N.H.; Hiep, N.T.; Loc, P.K.; Bien, L.K."
Vannachak, V;BT 1052;nan;<NA>;18/03/2007 - 18/03/2007;;Laos PDR;P00784309;Laos, République démocratique populaire;Miliusa;sp.;0;0;0;0;BT;;18;3;2007;;;;0;0;0;;;0;0;0;0;0;1052;P00784309;Vannachak, V.;<NA>
Nanthavong, K;BT 686;Nanthavong, K;01/10/2006 - 31/10/2006;08/10/2006 - 08/10/2006;Khammouan;Laos, Khammouan, Nakay district, Ban (village) Sop Ma. Alt: 539 m;P00784314;Laos, République démocratique populaire;Friesodielsia;sp.;0;0;0;0;BT;;8;10;2006;1;10;2006;0;0;0;105.05277777777778;17.802222222222223;0;0;0;0;0;686;P00784314;Nanthavong, K.;Nanthavong, K.
Svengsuksa, B;BT 31;Kessler, PJA;01/10/2005 - 31/10/2005;03/04/2005 - 03/04/2005;Khammouan;Laos, prov. Khammouan, Nakai district, nearby village Oudom Souk, behind the Nakai NBCA station. Alt: 450 - 552 m;P00784339;Laos, République démocratique populaire;Goniothalamus;laoticus;0;0;0;0;BT;;3;4;2005;1;10;2005;0;0;0;105.13333333333334;17.7;0;0;0;0;0;31;P00784339;Svengsuksa, B.;Kessler, P.J.A.
Nanthavong, K;BT 659;nan;<NA>;07/10/2006 - 07/10/2006;Khammouan;Laos, Khammouan privince, Nakai district, Ban (village) Nakai Tai. Alt.: 569 m;P00784346;Laos, République démocratique populaire;Annona;sp.;0;0;0;0;BT;;7;10;2006;;;;0;0;0;105.08305555555555;17.775277777777777;0;0;0;0;0;659;P00784346;Nanthavong, K.;<NA>
Svengsuksa, B;BT 375;Svengsuksa, B;01/03/2006 - 31/03/2006;13/02/2006 - 13/02/2006;Khammouan;Laos, Khammouane province, Nakay district, within Thalang village. Alt: 616 m;P00784362;Laos, République démocratique populaire;Polyalthia;cerasoides;0;0;0;0;BT;;13;2;2006;1;3;2006;0;0;0;105.05444444444444;17.85527777777778;0;0;0;0;0;375;P00784362;Svengsuksa, B.;Svengsuksa, B.
Averyanov, LV;HAL 7054;nan;<NA>;28/03/2005 - 28/03/2005;Thừa Thiên - Huế;Vietam. Thua Thien-Hue. Nam Dong Distr., Huong Son Municipality. Along La Ma River. 300 m;P00784802;Viet Nam;Disepalum;plagioneurum;0;0;0;0;HAL;;28;3;2005;;;;0;0;0;107.60666666666665;16.172777777777778;0;0;0;0;0;7054;P00784802;Averyanov, L.V.;<NA>
Averyanov, LV;HAL 7054;nan;<NA>;28/03/2005 - 28/03/2005;Thừa Thiên - Huế;Vietnam. Thua Thien-Hue. Nam Dong Distr., Huong Son Municipality. Along La Ma River. 300 m;P00784804;Viet Nam;Disepalum;plagioneurum;0;0;0;0;HAL;;28;3;2005;;;;0;0;0;107.60666666666665;16.172777777777778;0;0;0;0;0;7054;P00784804;Averyanov, L.V.;<NA>
Averyanov, L;HAL 7054;nan;<NA>;28/03/2005 - 28/03/2005;Thừa Thiên - Huế;Vietnam. Thua Thien-Hue. Nam Dong Distr., Huong Son Municipamity. along La Ma River. 300 m;P00784824;Viet Nam;Disepalum;plagioneurum;0;0;0;0;HAL;;28;3;2005;;;;0;0;0;107.60666666666665;16.172777777777778;0;0;0;0;0;7054;P00784824;Averyanov, L.;<NA>
Kerr, AFG;16428;nan;<NA>;29/12/1928 - 29/12/1928;Ranong(ระนอง);Thailand. Lam Lieng, Ranawng. Altitude: c. 10 m.;P00785010;Thaïlande;Artabotrys;sp.;0;0;0;0;;;29;12;1928;;;;0;0;0;98.797;10.317;0;0;0;0;0;16428;P00785010;Kerr, A.F.G.;<NA>
Kerr, AFG;16306;Kessler, P;01/07/1995 - 31/07/1995;23/12/1928 - 23/12/1928;Chumphon(ชุมพร);Thailand. Tasan, Chumpawn. Altitude : c. 50 m.;P00785011;Thaïlande;Orophea;cuneiformis;0;0;0;0;;;23;12;1928;1;7;1995;0;0;0;98.919;10.4817;0;0;0;0;0;16306;P00785011;Kerr, A.F.G.;Kessler, P.
Kerr, AFG;15448;Kessler, P;10/05/1981 - 10/05/1981;29/04/1928 - 29/04/1928;Nakhon Si Thammarat(นครศรีธรรมราช);Thailand. Kao Luang, N. Sritamarat. Altitude: c. 700 m.;P00785012;Thaïlande;Dasymaschalon;sp.;0;0;0;0;;;29;4;1928;10;5;1981;0;0;0;99.73;8.493;0;0;0;0;0;15448;P00785012;Kerr, A.F.G.;Kessler, P.
Kerr, AFG;16995;Kessler, P;10/05/1989 - 10/05/1989;03/02/1929 - 03/02/1929;Ranong(ระนอง);Thailand. Kao Pawta Luang Keo, Ranawng. Altitude : c. 400 m.;P00785013;Thaïlande;Stelechocarpus;sp.;0;0;0;0;;;3;2;1929;10;5;1989;0;0;0;98.615;9.686;0;0;0;0;0;16995;P00785013;Kerr, A.F.G.;Kessler, P.
Kerr, AFG;19793;Kessler, P;01/01/1989 - 31/12/1989;08/11/1930 - 08/11/1930;Prachin Buri(ปราจีนบุรี);Thailand. Ban Keng, Krabin. Altitude : c. 25 m.;P00785014;Thaïlande;Mitrephora;sp.;0;0;0;0;;;8;11;1930;1;1;1989;0;0;0;101.757;14.063;0;0;0;0;0;19793;P00785014;Kerr, A.F.G.;Kessler, P.
Kerr, AFG;19135;Kessler, P;01/01/1989 - 31/12/1989;27/04/1930 - 27/04/1930;Trang(ตรัง);Thailand. Kao Soi Dao, Trang. Altitude : c. 300 m.;P00785015;Thaïlande;Polyalthia;sp.;0;0;0;0;;;27;4;1930;1;1;1989;0;0;0;100.755;15.4955;0;0;0;0;0;19135;P00785015;Kerr, A.F.G.;Kessler, P.
Kerr, AFG;19123;Kessler, P;05/09/1989 - 05/09/1989;27/04/1930 - 27/04/1930;Trang(ตรัง);Thailand. Palien, Trang. Altitude : c. 50 m.;P00785016;Thaïlande;Miliusa;sp.;0;0;0;0;;;27;4;1930;5;9;1989;0;0;0;99.686;7.172;0;0;0;0;0;19123;P00785016;Kerr, A.F.G.;Kessler, P.
Kerr, AFG;19080;Kessler, P;05/10/1989 - 05/10/1989;23/04/1930 - 23/04/1930;Trang(ตรัง);Thailand. Kaw Libong, Trang. Altitude c. 100 m.;P00785017;Thaïlande;Miliusa;sp.;0;0;0;0;;;23;4;1930;5;10;1989;0;0;0;99.393;7.243;0;0;0;0;0;19080;P00785017;Kerr, A.F.G.;Kessler, P.
Kerr, AFG;19059;nan;<NA>;21/04/1930 - 21/04/1930;Trang(ตรัง);Thailand. Kaw Libong, Trang. Altitude: c. 100 m.;P00785018;Thaïlande;Pseuduvaria;rugosa;0;0;0;0;;;21;4;1930;;;;0;0;0;99.393;7.243;0;0;0;0;0;19059;P00785018;Kerr, A.F.G.;<NA>
Kerr, AFG;18767;Utteridge, TMA;19/07/1995 - 19/07/1995;30/03/1930 - 30/03/1930;Krabi(กระบี่);Thailand. Tambon, Kao Panom, Krabi. Altitude: c. 100 m.;P00785019;Thaïlande;Cyathostemma;viridiflorum;0;0;0;0;;;30;3;1930;19;7;1995;0;0;0;98.938;8.284;0;0;0;0;0;18767;P00785019;Kerr, A.F.G.;Utteridge, T.M.A.
Kerr, AFG;18195;nan;<NA>;22/02/1930 - 22/02/1930;Surat Thani(สุราษฎร์ธานี);Thailand. Yanyao, Surat. Altitude: c. 50 m.;P00785020;Thaïlande;Pseuduvaria;sp.;0;0;0;0;;;22;2;1930;;;;0;0;0;98.968;9.014;0;0;0;0;0;18195;P00785020;Kerr, A.F.G.;<NA>
Kerr, AFG;17693;nan;<NA>;23/12/1929 - 23/12/1929;Trat(ตราด);Thailand. Kao Kuap, Krat. Altitude : c. 200 m.;P00785021;Thaïlande;Artabotrys;sp.;0;0;0;0;;;23;12;1929;;;;0;0;0;102.778;12.409;0;0;0;0;0;17693;P00785021;Kerr, A.F.G.;<NA>
Kerr, AFG;17421;Kessler, P;10/05/1989 - 10/05/1989;10/03/1929 - 10/03/1929;Phuket(ภูเก็ต);Thailand. Kamala, Puket. Altitude : c. 200 m;P00785022;Thaïlande;Cyathocalyx;sp.;0;0;0;0;;;10;3;1929;10;5;1989;0;0;0;98.2837676;7.9561463;0;0;0;0;0;17421;P00785022;Kerr, A.F.G.;Kessler, P.
Pierre, L;1368;Kessler, P;01/11/2003 - 30/11/2003;01/09/1865 - 30/09/1865;Đồng Nai;ad Bao Chan in prov. Bien Hoa Cochinchinae;P01952390;Viet Nam;Dasymaschalon;sp.;0;0;0;0;;;1;9;1865;1;11;2003;0;0;0;107.3167;10.9667;0;0;0;0;0;1368;P01952390;Pierre, L.;Kessler, P.
Pierre, L;1368;Kessler, P;<NA>;01/09/1865 - 30/09/1865;Đồng Nai;ad Bao Chan in prov. Bien Hoa Cochinchinae.;P01952391;Viet Nam;Dasymaschalon;sp.;0;0;0;0;;;1;9;1865;;;;0;0;0;107.3167;10.9667;0;0;0;0;0;1368;P01952391;Pierre, L.;Kessler, P.
King;;nan;<NA>;15/09/1894 - 15/09/1894;Andaman and Nicobar Islands;S. Andaman. Between Goplakabung  & Wimberley Gunj.;P01952392;Inde;Dasymaschalon;blumei;0;0;0;0;<NA>;<NA>;15;9;1894;;;;0;0;0;92.7078;11.76;0;0;0;0;0;nan;P01952392;King;<NA>
